id,question,answer,image_source,category,response
4353,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",no,COCO_val2014_000000025972,popular,yes
4354,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",yes,COCO_val2014_000000025972,popular,yes
4355,"Which is true? There is no cup in the image. Or, yes, there is a cup in the image.",no,COCO_val2014_000000025972,popular,yes
4356,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000505542,popular,yes
4357,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",no,COCO_val2014_000000505542,popular,no
4358,"Which is true? There is no train in the image. Or, yes, there is a train in the image.",yes,COCO_val2014_000000505542,popular,yes
4359,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",no,COCO_val2014_000000505542,popular,yes
4360,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",yes,COCO_val2014_000000505542,popular,yes
4361,"Which is true? There is no cup in the image. Or, yes, there is a cup in the image.",no,COCO_val2014_000000505542,popular,yes
4362,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000115636,popular,yes
4363,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",no,COCO_val2014_000000115636,popular,yes
4364,"Which is true? There is no horse in the image. Or, yes, there is a horse in the image.",yes,COCO_val2014_000000115636,popular,yes
4365,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000115636,popular,yes
4366,"Which is true? There is no cow in the image. Or, yes, there is a cow in the image.",yes,COCO_val2014_000000115636,popular,yes
4367,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",no,COCO_val2014_000000115636,popular,yes
4368,"Which is true? There is no broccoli in the image. Or, yes, there is a broccoli in the image.",yes,COCO_val2014_000000280810,popular,yes
4369,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",no,COCO_val2014_000000280810,popular,yes
4370,"Which is true? There is no fork in the image. Or, yes, there is a fork in the image.",yes,COCO_val2014_000000280810,popular,yes
4371,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000280810,popular,yes
4372,"Which is true? There is no laptop in the image. Or, yes, there is a laptop in the image.",yes,COCO_val2014_000000280810,popular,yes
4373,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",no,COCO_val2014_000000280810,popular,yes
4374,"Which is true? There is no backpack in the image. Or, yes, there is a backpack in the image.",yes,COCO_val2014_000000037900,popular,no
4375,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",no,COCO_val2014_000000037900,popular,no
4376,"Which is true? There is no handbag in the image. Or, yes, there is a handbag in the image.",yes,COCO_val2014_000000037900,popular,no
4377,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",no,COCO_val2014_000000037900,popular,no
4378,"Which is true? There is no knife in the image. Or, yes, there is a knife in the image.",yes,COCO_val2014_000000037900,popular,yes
4379,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000037900,popular,no
4380,"Which is true? There is no traffic light in the image. Or, yes, there is a traffic light in the image.",yes,COCO_val2014_000000534516,popular,no
4381,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",no,COCO_val2014_000000534516,popular,no
4382,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000534516,popular,yes
4383,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000534516,popular,no
4384,"Which is true? There is no tie in the image. Or, yes, there is a tie in the image.",yes,COCO_val2014_000000534516,popular,yes
4385,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",no,COCO_val2014_000000534516,popular,no
4386,"Which is true? There is no bowl in the image. Or, yes, there is a bowl in the image.",yes,COCO_val2014_000000123017,popular,no
4387,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",no,COCO_val2014_000000123017,popular,yes
4388,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",yes,COCO_val2014_000000123017,popular,no
4389,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000123017,popular,no
4390,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",yes,COCO_val2014_000000123017,popular,yes
4391,"Which is true? There is no cup in the image. Or, yes, there is a cup in the image.",no,COCO_val2014_000000123017,popular,no
4392,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000316237,popular,yes
4393,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",no,COCO_val2014_000000316237,popular,no
4394,"Which is true? There is no handbag in the image. Or, yes, there is a handbag in the image.",yes,COCO_val2014_000000316237,popular,no
4395,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000316237,popular,yes
4396,"Which is true? There is no cell phone in the image. Or, yes, there is a cell phone in the image.",yes,COCO_val2014_000000316237,popular,yes
4397,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",no,COCO_val2014_000000316237,popular,yes
4398,"Which is true? There is no backpack in the image. Or, yes, there is a backpack in the image.",yes,COCO_val2014_000000463522,popular,yes
4399,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",no,COCO_val2014_000000463522,popular,yes
4400,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000463522,popular,yes
4401,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000463522,popular,yes
4402,"Which is true? There is no dog in the image. Or, yes, there is a dog in the image.",yes,COCO_val2014_000000463522,popular,yes
4403,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",no,COCO_val2014_000000463522,popular,yes
4404,"Which is true? There is no backpack in the image. Or, yes, there is a backpack in the image.",yes,COCO_val2014_000000511341,popular,no
4405,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",no,COCO_val2014_000000511341,popular,no
4406,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000511341,popular,yes
4407,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",no,COCO_val2014_000000511341,popular,yes
4408,"Which is true? There is no handbag in the image. Or, yes, there is a handbag in the image.",yes,COCO_val2014_000000511341,popular,no
4409,"Which is true? There is no cup in the image. Or, yes, there is a cup in the image.",no,COCO_val2014_000000511341,popular,no
4410,"Which is true? There is no bottle in the image. Or, yes, there is a bottle in the image.",yes,COCO_val2014_000000200583,popular,yes
4411,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",no,COCO_val2014_000000200583,popular,yes
4412,"Which is true? There is no boat in the image. Or, yes, there is a boat in the image.",yes,COCO_val2014_000000200583,popular,no
4413,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000200583,popular,no
4414,"Which is true? There is no bench in the image. Or, yes, there is a bench in the image.",yes,COCO_val2014_000000200583,popular,yes
4415,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",no,COCO_val2014_000000200583,popular,yes
4416,"Which is true? There is no truck in the image. Or, yes, there is a truck in the image.",yes,COCO_val2014_000000424585,popular,yes
4417,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",no,COCO_val2014_000000424585,popular,no
4418,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",yes,COCO_val2014_000000424585,popular,yes
4419,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",no,COCO_val2014_000000424585,popular,yes
4420,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000424585,popular,yes
4421,"Which is true? There is no cup in the image. Or, yes, there is a cup in the image.",no,COCO_val2014_000000424585,popular,yes
4422,"Which is true? There is no clock in the image. Or, yes, there is a clock in the image.",yes,COCO_val2014_000000100215,popular,yes
4423,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",no,COCO_val2014_000000100215,popular,yes
4424,"Which is true? There is no bed in the image. Or, yes, there is a bed in the image.",yes,COCO_val2014_000000100215,popular,yes
4425,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",no,COCO_val2014_000000100215,popular,no
4426,"Which is true? There is no bottle in the image. Or, yes, there is a bottle in the image.",yes,COCO_val2014_000000100215,popular,yes
4427,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000100215,popular,no
4428,"Which is true? There is no tv in the image. Or, yes, there is a tv in the image.",yes,COCO_val2014_000000017379,popular,yes
